Serial_Num,year,name,max_wind_kt,track,saffir
1965239N11310,1965,BETSY,135,"{""coordinates"": [[10.9, -50.5], [11.1, -52.1], [11.4, -53.5], [11.6, -54.5], [12.0, -55.8], [13.0, -57.8], [14.0, -59.8], [15.3, -61.4], [16.2, -62.1], [17.4, -62.6], [19.2, -63.4], [20.5, -64.3], [21.2, -64.7], [21.8, -65.1], [22.4, -65.5], [22.6, -65.6], [22.7, -65.7], [22.7, -65.8], [22.5, -66.1], [22.5, -66.0], [22.5, -66.1], [22.3, -66.6], [22.2, -67.5], [22.3, -68.0], [22.5, -68.5], [22.6, -69.3], [22.8, -70.2], [23.4, -70.9], [24.1, -71.3], [24.7, -72.1], [25.3, -72.9], [26.3, -73.7], [26.9, -74.3], [27.3, -74.7], [28.1, -75.3], [28.6, -75.6], [28.8, -75.4], [29.0, -75.3], [29.0, -75.3], [28.6, -75.4], [28.0, -75.4], [27.5, -75.8], [26.9, -76.3], [26.2, -76.5], [25.8, -76.7], [25.6, -76.9], [25.3, -77.2], [25.3, -77.9], [25.2, -78.5], [25.1, -79.5], [25.1, -80.7], [25.3, -82.2], [25.5, -83.6], [25.9, -85.3], [26.4, -86.9], [27.3, -88.1], [28.3, -89.2], [29.6, -90.7], [30.8, -91.8], [32.3, -92.0], [33.0, -92.0], [34.0, -91.5], [34.6, -91.0], [35.5, -90.2], [36.3, -88.4], [37.0, -87.5], [38.0, -86.5], [39.0, -85.0], [39.0, -83.0]], ""type"": ""LineString""}",4
1966155N13276,1966,ALMA,110,"{""coordinates"": [[12.7, -84.0], [13.3, -84.3], [14.0, -84.5], [14.8, -84.7], [15.5, -84.8], [16.3, -84.8], [16.9, -84.8], [17.3, -84.7], [17.7, -84.4], [18.1, -84.2], [18.5, -84.1], [18.9, -84.0], [19.2, -83.9], [19.4, -83.8], [19.7, -83.7], [20.1, -83.5], [21.2, -83.0], [22.7, -82.5], [24.2, -82.4], [25.7, -82.6], [27.3, -83.3], [28.8, -84.4], [29.7, -84.6], [30.3, -84.1], [31.0, -83.0], [31.7, -81.9], [32.1, -80.8], [32.5, -79.6], [33.1, -78.2], [33.7, -76.7], [33.7, -75.4], [33.7, -74.2], [34.3, -73.5], [34.9, -73.3], [35.6, -73.3], [36.3, -73.3], [37.0, -73.5], [37.6, -73.5], [38.2, -72.9], [39.2, -72.1], [40.6, -71.3], [42.0, -70.5]], ""type"": ""LineString""}",3
1966233N13340,1966,FAITH,110,"{""coordinates"": [[12.9, -20.5], [13.3, -22.3], [13.7, -24.2], [14.0, -26.1], [14.3, -28.0], [14.6, -29.9], [14.9, -31.9], [15.0, -33.9], [15.1, -35.8], [15.2, -37.8], [15.2, -39.8], [15.3, -41.8], [15.3, -43.8], [15.3, -45.7], [15.3, -47.7], [15.6, -49.8], [16.0, -52.0], [16.3, -54.1], [16.6, -56.2], [16.9, -57.9], [17.3, -59.4], [17.7, -60.8], [18.3, -62.2], [19.0, -63.7], [19.7, -65.1], [20.4, -66.3], [21.0, -67.5], [21.6, -68.7], [22.1, -69.8], [22.7, -70.5], [23.3, -70.7], [23.7, -70.9], [24.0, -71.0], [24.4, -71.1], [24.9, -71.3], [25.3, -71.5], [25.8, -71.8], [26.3, -72.1], [26.9, -72.4], [27.4, -72.7], [28.0, -73.0], [28.5, -73.3], [29.3, -73.6], [30.5, -73.3], [31.7, -72.4], [32.9, -71.4], [34.0, -70.3], [35.0, -69.2], [35.9, -68.0], [36.6, -66.8], [37.0, -65.2], [37.1, -63.0], [37.1, -60.1], [37.5, -57.0], [38.3, -54.0], [39.7, -51.1], [41.9, -48.1], [44.7, -44.9], [47.5, -41.5], [50.2, -37.8], [52.8, -33.8], [55.2, -29.4], [57.3, -24.5], [58.7, -19.4], [60.4, -12.0], [61.1, -6.0], [62.5, -3.0], [62.6, 2.5], [62.9, 7.0]], ""type"": ""LineString""}",3
1966265N10325,1966,INEZ,130,"{""coordinates"": [[9.9, -35.1], [10.4, -36.0], [10.9, -37.1], [11.3, -38.3], [11.7, -39.4], [12.0, -40.6], [12.3, -41.7], [12.7, -43.1], [13.1, -44.3], [13.4, -45.1], [13.7, -46.0], [14.0, -46.9], [14.4, -47.7], [14.8, -48.7], [15.1, -49.7], [15.4, -50.6], [15.6, -51.5], [15.6, -52.5], [15.6, -53.6], [15.7, -54.8], [15.8, -56.0], [15.8, -57.0], [15.9, -58.0], [16.0, -59.2], [16.1, -60.4], [16.2, -61.7], [16.3, -63.0], [16.5, -64.3], [16.8, -65.7], [17.0, -67.1], [17.1, -68.5], [17.3, -69.7], [17.5, -70.9], [18.1, -72.3], [18.8, -73.6], [19.3, -74.5], [19.8, -75.4], [20.2, -76.3], [20.5, -77.1], [20.8, -78.1], [21.2, -79.1], [21.9, -79.8], [22.6, -80.1], [23.0, -80.1], [23.3, -79.9], [24.0, -79.5], [24.6, -79.1], [24.9, -78.8], [25.2, -78.5], [25.4, -78.3], [25.6, -78.4], [25.5, -79.0], [25.3, -79.7], [25.0, -80.5], [24.7, -81.3], [24.6, -82.2], [24.5, -83.0], [24.3, -83.6], [24.0, -84.3], [23.7, -85.0], [23.3, -85.6], [22.8, -86.3], [22.3, -87.2], [22.1, -88.1], [21.9, -89.0], [21.7, -90.0], [21.5, -91.0], [21.5, -92.1], [21.8, -93.1], [22.1, -93.9], [22.3, -94.6], [22.6, -95.2], [22.8, -95.7], [23.0, -96.0], [23.0, -96.4], [23.0, -97.1], [22.8, -97.8], [22.4, -98.5], [22.1, -99.2], [21.8, -99.9], [21.5, -100.6]], ""type"": ""LineString""}",4
1967249N14303,1967,BEULAH,140,"{""coordinates"": [[14.0, -57.0], [13.9, -57.8], [13.8, -58.5], [13.7, -59.3], [13.6, -60.0], [13.6, -60.2], [13.7, -60.5], [13.8, -60.7], [13.9, -60.8], [14.0, -61.1], [14.2, -61.5], [14.4, -61.9], [14.5, -62.2], [14.7, -62.9], [15.0, -63.7], [15.3, -64.4], [15.8, -65.1], [16.3, -66.1], [16.8, -66.7], [17.3, -67.6], [17.5, -68.2], [17.6, -69.0], [17.7, -69.9], [17.7, -70.8], [17.7, -71.5], [17.6, -72.6], [17.6, -73.3], [17.5, -74.1], [17.3, -75.1], [16.5, -76.2], [16.2, -76.8], [16.0, -77.3], [15.8, -77.8], [15.8, -78.1], [15.9, -78.5], [16.0, -79.0], [16.3, -79.5], [16.8, -80.1], [17.3, -81.0], [17.6, -81.6], [18.0, -82.4], [18.5, -83.3], [18.7, -83.7], [19.2, -84.4], [19.6, -85.1], [19.9, -85.6], [20.2, -86.2], [20.6, -87.2], [21.0, -88.5], [21.2, -89.4], [21.5, -90.6], [21.6, -91.8], [21.8, -92.7], [22.1, -93.7], [22.4, -94.2], [22.8, -94.8], [23.5, -95.7], [23.9, -96.0], [24.2, -96.2], [25.1, -96.8], [25.9, -97.2], [26.4, -97.7], [27.3, -98.1], [27.7, -98.4], [27.7, -98.7], [27.2, -99.2], [26.7, -99.5], [26.5, -99.7], [26.1, -100.0], [25.8, -100.3]], ""type"": ""LineString""}",5
1969226N18280,1969,CAMILLE,150,"{""coordinates"": [[18.3, -79.7], [18.5, -80.5], [18.8, -81.3], [19.1, -82.0], [19.5, -82.7], [20.0, -83.3], [20.6, -83.8], [21.3, -84.1], [21.9, -84.3], [22.3, -84.4], [23.1, -85.2], [23.8, -86.0], [24.3, -86.6], [25.2, -87.2], [26.0, -87.7], [27.0, -88.3], [28.2, -88.7], [29.4, -89.0], [30.3, -89.4], [30.7, -89.6], [32.0, -89.9], [33.4, -90.1], [34.7, -90.0], [36.0, -89.3], [37.0, -88.0], [37.6, -86.0], [37.6, -84.0], [37.4, -80.6], [37.2, -77.3], [37.0, -75.3], [36.7, -73.6], [36.7, -70.9], [37.1, -68.1], [37.8, -64.7], [39.2, -61.8], [40.8, -58.2], [43.0, -54.0]], ""type"": ""LineString""}",5
1969227N13325,1969,DEBBIE,105,"{""coordinates"": [[13.0, -35.5], [13.3, -37.0], [13.5, -38.5], [13.8, -40.0], [14.0, -41.5], [14.3, -43.0], [14.5, -44.5], [14.7, -45.7], [15.0, -47.0], [15.5, -48.0], [16.0, -49.0], [16.5, -50.0], [17.0, -50.8], [17.7, -51.7], [18.4, -52.6], [19.1, -53.4], [19.7, -54.1], [20.4, -54.7], [21.2, -55.4], [21.8, -56.7], [22.4, -57.8], [23.2, -59.3], [23.8, -60.5], [24.5, -62.3], [25.1, -63.3], [25.8, -64.2], [26.6, -64.9], [27.4, -65.1], [28.4, -64.8], [29.4, -64.0], [30.3, -62.1], [31.3, -61.4], [32.6, -60.0], [34.0, -58.6], [35.4, -57.2], [36.7, -56.7], [39.2, -54.8], [41.6, -53.2], [43.5, -52.9], [45.5, -52.8], [48.0, -52.0], [50.5, -50.5], [53.0, -48.0], [56.5, -43.5], [60.9, -37.8]], ""type"": ""LineString""}",3
1969241N12298,1969,FRANCELIA,100,"{""coordinates"": [[11.5, -62.0], [11.8, -63.5], [12.0, -65.0], [12.5, -66.5], [13.2, -69.2], [13.7, -70.7], [14.3, -72.2], [14.9, -74.3], [15.3, -75.8], [15.6, -76.7], [16.0, -77.6], [16.2, -78.6], [16.4, -79.4], [16.8, -80.6], [17.1, -82.0], [17.3, -83.2], [17.1, -84.7], [16.8, -85.5], [16.6, -86.2], [16.4, -86.7], [16.3, -87.6], [16.3, -87.9], [16.2, -88.2], [16.2, -88.6], [16.1, -88.8], [16.1, -89.2], [16.2, -89.7]], ""type"": ""LineString""}",3
1969249N25283,1969,GERDA,110,"{""coordinates"": [[24.5, -77.0], [25.4, -78.0], [26.0, -79.0], [26.4, -79.6], [26.6, -80.2], [27.3, -81.1], [27.8, -80.8], [28.5, -80.4], [29.0, -80.0], [29.7, -79.7], [30.7, -79.0], [32.0, -78.0], [33.4, -76.4], [35.3, -74.4], [37.8, -72.2], [40.1, -69.9], [44.0, -67.5], [48.5, -66.0], [53.0, -65.0]], ""type"": ""LineString""}",3
1969264N16313,1969,INGA,100,"{""coordinates"": [[16.0, -47.0], [16.3, -48.0], [16.5, -49.0], [16.7, -50.2], [16.8, -51.1], [16.9, -51.7], [17.0, -52.3], [17.1, -52.9], [17.2, -53.5], [17.3, -54.1], [17.4, -54.7], [17.6, -55.4], [17.8, -56.1], [18.0, -56.9], [18.2, -57.8], [18.4, -58.7], [18.6, -59.6], [18.8, -60.3], [19.0, -60.9], [19.3, -61.5], [19.6, -62.0], [20.0, -62.3], [20.4, -62.5], [20.8, -62.8], [21.2, -63.0], [21.6, -63.2], [21.9, -63.3], [22.2, -63.5], [22.5, -63.6], [22.8, -63.7], [23.0, -63.8], [23.2, -63.9], [23.5, -64.0], [23.8, -64.2], [24.2, -64.4], [24.5, -64.6], [24.8, -64.8], [25.4, -65.0], [26.1, -64.7], [26.7, -64.2], [27.2, -63.8], [27.8, -63.4], [28.3, -63.0], [28.8, -62.6], [29.3, -62.2], [29.7, -61.8], [29.7, -61.6], [29.3, -61.5], [28.9, -61.6], [28.5, -61.8], [28.1, -62.1], [27.8, -62.7], [27.6, -63.4], [27.6, -64.2], [27.7, -65.0], [27.9, -65.4], [28.4, -65.7], [29.1, -65.1], [29.7, -63.8], [30.5, -62.3], [31.2, -60.7], [31.9, -59.5], [32.5, -58.3], [33.1, -57.3], [33.6, -56.5], [33.9, -56.0], [34.1, -55.5], [34.3, -55.0], [34.4, -54.5], [34.5, -54.0], [34.5, -53.6], [34.4, -53.2], [34.3, -52.8], [34.1, -52.4], [33.9, -52.0], [33.3, -51.7], [32.7, -51.5], [32.2, -51.4], [31.7, -51.3], [31.2, -51.2], [30.6, -51.1], [30.0, -51.0], [29.3, -51.4], [28.7, -51.9], [28.2, -52.5], [27.7, -53.1], [27.2, -53.9], [26.8, -54.7], [26.4, -55.5], [26.2, -56.3], [26.0, -57.1], [25.9, -57.9], [25.8, -58.8], [25.8, -59.6], [25.8, -60.2], [25.8, -60.7], [25.9, -61.0], [26.0, -61.3], [26.1, -61.6]], ""type"": ""LineString""}",3
1970212N19278,1970,CELIA,110,"{""coordinates"": [[18.5, -82.5], [19.5, -82.9], [20.3, -83.2], [21.1, -83.8], [21.9, -84.3], [22.7, -85.0], [23.3, -85.8], [23.9, -86.5], [24.3, -87.2], [24.9, -88.3], [25.3, -89.6], [25.8, -90.8], [26.2, -92.0], [26.6, -93.5], [27.0, -94.9], [27.5, -96.3], [28.1, -97.8], [28.6, -99.3], [29.1, -100.8], [29.7, -102.1], [30.3, -103.3], [30.9, -104.8], [31.5, -105.8], [32.3, -107.0]], ""type"": ""LineString""}",3
1970252N15277,1970,ELLA,110,"{""coordinates"": [[15.3, -83.5], [16.0, -83.8], [16.6, -84.2], [17.2, -84.6], [17.7, -85.0], [18.6, -85.7], [19.4, -86.3], [20.0, -86.8], [20.8, -87.6], [22.0, -89.0], [23.0, -90.8], [23.6, -92.6], [23.9, -94.2], [24.0, -95.5], [23.9, -96.5], [23.8, -97.4], [23.9, -97.9], [24.0, -98.5], [23.9, -99.6], [24.2, -100.5]], ""type"": ""LineString""}",3
1971249N11302,1971,EDITH,140,"{""coordinates"": [[11.4, -58.0], [11.6, -59.4], [11.8, -61.1], [12.0, -62.8], [12.2, -64.4], [12.3, -66.0], [12.5, -67.7], [12.7, -69.1], [12.9, -70.9], [13.0, -72.3], [13.2, -73.8], [13.6, -75.3], [13.8, -77.2], [14.0, -78.8], [14.2, -80.5], [14.4, -81.9], [14.8, -83.2], [15.2, -84.1], [15.5, -84.9], [15.9, -85.8], [16.5, -86.9], [17.3, -87.8], [18.1, -88.4], [18.6, -89.2], [19.3, -89.9], [19.8, -90.5], [20.7, -91.4], [21.5, -92.2], [21.9, -92.9], [22.1, -93.3], [22.3, -94.2], [22.9, -95.1], [23.1, -96.1], [23.3, -96.9], [23.4, -97.6], [23.7, -97.8], [23.9, -97.8], [24.2, -97.6], [24.7, -97.2], [25.3, -96.8], [26.2, -96.2], [27.3, -95.4], [28.4, -94.6], [29.5, -93.1], [30.5, -91.6], [31.8, -89.9], [32.3, -89.0], [32.9, -87.8], [33.3, -87.0], [33.7, -85.8], [34.0, -84.7]], ""type"": ""LineString""}",5
1971255N11312,1971,IRENE:OLIVIA,100,"{""coordinates"": [[11.0, -48.5], [11.3, -50.3], [11.8, -52.2], [12.1, -53.8], [12.5, -55.0], [12.5, -56.5], [12.5, -57.8], [12.5, -59.0], [12.3, -59.8], [12.2, -60.3], [12.1, -60.8], [12.0, -61.4], [11.9, -62.1], [11.7, -63.0], [11.5, -64.0], [11.4, -65.0], [11.5, -66.2], [11.9, -67.5], [12.2, -69.0], [12.5, -70.5], [12.6, -71.7], [12.5, -73.0], [12.4, -74.5], [12.3, -76.0], [12.1, -77.5], [12.0, -79.0], [11.7, -80.5], [11.5, -81.5], [11.4, -82.3], [11.3, -82.9], [11.4, -83.5], [11.5, -84.3], [11.7, -85.0], [11.9, -85.8], [12.2, -86.5], [12.3, -87.2], [12.5, -87.9], [12.5, -88.6], [12.7, -89.4], [12.8, -90.2], [13.0, -90.9], [13.2, -91.6], [13.4, -92.3], [13.5, -93.1], [13.6, -94.1], [13.6, -95.2], [13.6, -96.2], [13.6, -97.1], [13.6, -97.9], [13.7, -98.9], [13.9, -100.2], [14.2, -101.5], [14.6, -102.8], [15.1, -104.1], [15.8, -105.4], [16.5, -106.5], [17.3, -107.2], [18.1, -108.0], [18.8, -108.7], [19.3, -109.5], [19.6, -109.9], [19.7, -110.2], [19.8, -110.7], [19.9, -111.3], [19.9, -112.0], [19.9, -112.6], [20.1, -113.0], [20.5, -113.4], [21.2, -113.9], [22.0, -114.4], [23.0, -114.6], [23.9, -114.5], [24.8, -114.2], [25.6, -114.0], [26.5, -113.7], [27.4, -113.5], [27.9, -113.2], [28.0, -113.0]], ""type"": ""LineString""}",3
1973258N11338,1973,ELLEN,100,"{""coordinates"": [[10.5, -22.4], [11.3, -23.2], [12.2, -24.3], [13.1, -25.0], [14.0, -25.7], [15.1, -26.8], [16.2, -28.1], [17.2, -29.4], [18.2, -30.7], [19.2, -32.2], [20.2, -33.8], [21.1, -35.3], [22.6, -36.8], [24.5, -38.3], [25.3, -39.8], [26.0, -41.7], [26.5, -43.5], [26.7, -45.2], [26.9, -47.0], [27.1, -48.7], [27.1, -50.1], [27.2, -51.5], [27.8, -52.4], [28.7, -53.0], [29.6, -53.5], [30.7, -53.9], [32.0, -54.0], [33.3, -53.9], [34.6, -53.4], [36.0, -52.5], [37.5, -50.9], [39.5, -48.5], [42.1, -45.2], [44.7, -41.5], [48.6, -37.0], [52.3, -31.6], [55.5, -25.0]], ""type"": ""LineString""}",3
1974239N27291,1974,BECKY,100,"{""coordinates"": [[27.0, -69.0], [27.4, -69.3], [28.0, -69.5], [29.0, -69.7], [30.0, -69.8], [30.8, -69.8], [31.5, -69.5], [32.1, -69.0], [32.7, -68.5], [33.7, -67.8], [34.5, -67.2], [35.3, -66.1], [36.0, -65.0], [36.5, -63.9], [37.0, -62.8], [37.3, -61.8], [38.0, -61.0], [38.5, -60.2], [39.3, -59.2], [40.0, -58.0], [40.3, -56.0], [41.0, -54.5], [41.7, -52.7], [42.1, -50.4], [42.7, -47.8], [43.0, -44.5], [43.1, -40.8], [43.0, -36.0]], ""type"": ""LineString""}",3
1974241N17304,1974,CARMEN,130,"{""coordinates"": [[16.8, -55.8], [16.4, -58.0], [16.5, -60.3], [16.6, -62.7], [16.8, -65.0], [17.0, -67.4], [17.0, -69.9], [17.0, -72.2], [17.0, -74.2], [17.0, -76.0], [17.2, -77.9], [17.3, -79.8], [17.5, -81.5], [17.7, -83.2], [17.8, -84.7], [18.0, -85.9], [18.4, -86.8], [18.6, -87.9], [18.8, -88.8], [19.1, -89.3], [19.3, -89.7], [19.6, -90.2], [19.9, -90.4], [20.0, -90.7], [20.1, -90.8], [20.3, -91.0], [20.5, -91.0], [20.7, -90.9], [20.9, -90.9], [21.2, -90.8], [21.5, -90.7], [21.9, -90.5], [22.4, -90.5], [22.9, -90.4], [23.7, -90.4], [24.6, -90.3], [25.7, -90.3], [26.8, -90.3], [27.8, -90.4], [28.7, -90.8], [29.4, -91.3], [30.0, -92.1], [30.5, -92.6], [30.8, -93.6], [30.9, -94.4], [31.0, -95.1], [31.1, -95.6], [31.2, -96.3], [31.3, -96.7]], ""type"": ""LineString""}",4
1975237N22290,1975,CAROLINE,100,"{""coordinates"": [[22.4, -69.8], [21.9, -71.1], [21.6, -72.5], [21.2, -73.8], [20.9, -75.1], [20.6, -76.4], [20.4, -77.7], [20.3, -79.0], [20.2, -80.3], [20.2, -81.6], [20.4, -82.8], [20.8, -84.0], [21.1, -85.1], [21.5, -86.3], [22.0, -87.5], [22.4, -88.8], [22.8, -90.1], [22.9, -91.0], [23.0, -91.9], [23.1, -92.6], [23.2, -93.2], [23.2, -93.6], [23.3, -94.2], [23.5, -94.9], [23.7, -95.6], [23.8, -96.3], [24.0, -97.0], [24.1, -97.5], [24.3, -97.8], [24.8, -98.0], [25.1, -98.3], [25.2, -98.7], [25.3, -99.0]], ""type"": ""LineString""}",3
1975256N18306,1975,ELOISE,110,"{""coordinates"": [[17.5, -54.1], [17.6, -55.2], [17.7, -56.3], [17.8, -57.3], [17.9, -58.3], [18.0, -59.4], [18.1, -60.5], [18.3, -61.7], [18.5, -62.8], [18.8, -63.8], [18.9, -64.8], [19.0, -65.6], [19.2, -66.7], [19.4, -67.5], [19.5, -68.4], [19.6, -69.2], [19.7, -70.2], [19.7, -71.2], [19.8, -72.2], [19.9, -73.3], [19.9, -74.5], [19.9, -75.7], [20.0, -77.0], [20.0, -78.2], [19.9, -79.1], [19.9, -79.8], [19.8, -81.0], [19.8, -82.2], [19.8, -83.4], [19.9, -84.6], [20.0, -85.5], [20.2, -86.4], [20.8, -87.1], [21.4, -87.8], [22.4, -88.5], [23.6, -88.9], [24.8, -89.4], [25.8, -89.5], [26.5, -89.4], [27.3, -88.5], [28.4, -87.3], [30.2, -86.3], [33.0, -85.7], [35.5, -84.3], [36.5, -83.5], [37.0, -82.5], [37.5, -81.5]], ""type"": ""LineString""}",3
1975266N10325,1975,GLADYS,120,"{""coordinates"": [[10.3, -34.8], [10.6, -35.8], [11.0, -36.7], [11.4, -37.4], [11.7, -38.2], [12.1, -38.8], [12.4, -39.6], [12.9, -40.0], [13.5, -40.4], [14.2, -41.0], [14.8, -42.0], [15.4, -43.0], [15.8, -44.0], [16.2, -45.0], [16.4, -46.1], [16.6, -47.7], [16.8, -49.3], [17.1, -50.7], [17.6, -52.2], [18.2, -53.7], [18.8, -55.1], [19.4, -56.4], [19.6, -57.4], [19.8, -58.2], [20.3, -59.3], [21.2, -60.3], [22.1, -61.4], [23.0, -62.6], [23.6, -63.9], [24.1, -65.2], [24.6, -66.5], [25.1, -67.9], [25.6, -69.3], [26.1, -70.6], [26.8, -71.7], [27.9, -72.4], [29.4, -73.0], [31.0, -73.0], [32.9, -72.1], [35.3, -69.8], [37.8, -67.0], [40.8, -62.6], [43.7, -57.0], [46.6, -50.6], [50.5, -45.5], [55.0, -40.0]], ""type"": ""LineString""}",4
1976219N26287,1976,BELLE,105,"{""coordinates"": [[26.0, -72.8], [26.3, -73.0], [26.0, -73.4], [25.6, -73.2], [26.0, -73.2], [26.2, -73.7], [26.6, -74.2], [26.9, -74.6], [27.4, -75.1], [28.1, -75.1], [29.5, -75.3], [30.9, -75.3], [32.5, -75.2], [34.4, -74.7], [36.6, -74.2], [38.8, -73.8], [41.0, -73.2], [42.6, -72.4]], ""type"": ""LineString""}",3
1976241N13323,1976,FRANCES,100,"{""coordinates"": [[12.5, -37.5], [13.0, -39.0], [13.5, -40.5], [13.8, -42.1], [14.3, -43.7], [14.7, -45.3], [15.4, -46.8], [16.1, -48.4], [16.6, -49.6], [17.5, -50.5], [18.3, -51.6], [18.9, -52.3], [19.4, -53.3], [20.2, -54.2], [21.0, -54.9], [22.0, -55.1], [23.1, -55.2], [24.2, -55.2], [25.3, -54.9], [26.3, -54.3], [27.2, -53.7], [27.8, -52.6], [28.2, -51.3], [28.2, -50.1], [28.3, -48.7], [28.5, -47.1], [28.9, -45.1], [29.0, -42.9], [29.7, -40.8], [30.6, -39.0], [32.0, -37.2], [33.4, -35.6], [34.9, -34.1], [36.4, -32.5], [37.8, -30.8], [39.4, -29.3], [41.0, -28.0], [42.1, -27.2], [43.5, -27.1], [42.8, -28.6], [42.0, -28.2], [41.9, -27.6], [41.8, -27.0], [41.7, -26.3], [41.6, -25.7]], ""type"": ""LineString""}",3
1977242N27272,1977,ANITA,150,"{""coordinates"": [[26.9, -88.4], [27.0, -88.9], [26.9, -89.4], [26.8, -89.8], [26.7, -90.3], [26.5, -90.6], [26.4, -91.0], [26.3, -91.4], [26.2, -91.8], [26.1, -92.3], [25.9, -92.8], [25.8, -93.7], [25.5, -94.7], [25.2, -95.5], [24.6, -96.2], [24.2, -97.1], [23.7, -98.0], [23.1, -99.2], [22.5, -101.0], [22.0, -103.0]], ""type"": ""LineString""}",5
1978242N26300,1978,ELLA,120,"{""coordinates"": [[26.2, -59.7], [26.5, -60.8], [27.0, -62.0], [27.3, -63.1], [27.6, -64.2], [28.2, -65.9], [28.8, -67.6], [29.3, -68.8], [29.6, -70.0], [30.1, -71.1], [30.7, -71.8], [31.1, -72.3], [31.2, -72.7], [31.4, -73.1], [31.6, -73.3], [31.9, -73.0], [32.3, -72.8], [33.0, -72.4], [33.8, -71.7], [35.0, -70.2], [36.2, -68.3], [38.0, -66.0], [40.0, -63.0], [42.5, -59.5], [45.0, -55.0], [47.2, -50.2], [49.0, -45.0]], ""type"": ""LineString""}",4
1978257N11298,1978,GRETA,115,"{""coordinates"": [[11.0, -62.5], [11.5, -64.5], [12.0, -66.0], [12.5, -67.5], [13.0, -69.0], [13.3, -70.4], [13.4, -71.7], [13.5, -73.1], [13.7, -74.2], [13.8, -75.3], [13.8, -76.7], [14.0, -77.7], [14.3, -78.7], [14.6, -79.6], [14.9, -80.5], [15.2, -81.6], [15.5, -82.6], [15.6, -83.4], [15.8, -84.3], [16.4, -85.6], [16.6, -86.9], [17.0, -88.2], [17.0, -89.4], [16.7, -90.7], [16.0, -92.0], [15.7, -93.0]], ""type"": ""LineString""}",4
1979238N12324,1979,DAVID,150,"{""coordinates"": [[11.7, -36.1], [11.7, -38.2], [11.7, -40.3], [11.6, -42.2], [11.6, -44.0], [11.6, -45.5], [11.7, -47.0], [11.8, -48.5], [11.8, -50.0], [11.9, -51.5], [12.2, -52.9], [12.5, -54.4], [12.8, -55.7], [13.2, -56.9], [13.7, -58.0], [14.2, -59.2], [14.8, -60.3], [15.3, -61.6], [15.6, -62.8], [16.0, -64.2], [16.3, -65.2], [16.6, -66.2], [16.8, -67.3], [17.0, -68.3], [17.2, -69.1], [17.9, -69.7], [18.8, -70.4], [19.3, -72.0], [19.7, -73.7], [20.6, -74.6], [21.3, -75.2], [21.9, -75.5], [23.0, -76.3], [23.9, -77.4], [24.6, -78.2], [25.3, -79.1], [26.3, -79.6], [27.2, -80.2], [28.0, -80.5], [29.1, -80.8], [30.2, -80.9], [31.5, -81.2], [32.5, -81.1], [33.5, -80.9], [34.9, -80.6], [36.2, -80.1], [37.6, -79.5], [39.2, -78.5], [41.5, -76.3], [43.3, -73.7], [45.0, -70.0], [46.5, -66.0], [47.5, -61.5], [50.0, -57.0], [52.5, -52.5]], ""type"": ""LineString""}",5
1979241N11335,1979,FREDERIC,115,"{""coordinates"": [[11.0, -25.5], [11.1, -28.0], [11.2, -30.5], [11.3, -32.5], [11.4, -34.2], [11.5, -36.0], [11.6, -37.8], [11.7, -39.7], [11.8, -41.6], [11.9, -43.5], [12.0, -45.1], [12.5, -47.0], [12.9, -48.7], [13.3, -50.4], [13.8, -52.3], [14.3, -54.1], [14.9, -55.5], [15.5, -57.2], [16.3, -58.8], [16.7, -59.8], [17.1, -60.8], [17.5, -61.8], [17.8, -62.8], [18.0, -63.8], [18.1, -64.8], [18.1, -65.8], [18.1, -66.8], [18.0, -67.8], [17.5, -68.7], [17.4, -69.2], [17.8, -69.6], [18.5, -69.9], [19.4, -70.7], [19.9, -71.8], [20.0, -73.0], [20.1, -74.5], [20.3, -75.8], [20.6, -77.0], [20.9, -78.0], [21.1, -78.7], [21.3, -79.3], [21.5, -79.8], [21.6, -80.5], [21.7, -81.0], [21.8, -81.5], [21.9, -82.0], [22.0, -82.5], [22.4, -83.0], [22.7, -83.3], [22.8, -83.6], [23.0, -83.8], [23.3, -84.0], [23.8, -84.4], [24.4, -84.8], [25.0, -85.2], [25.7, -85.8], [26.5, -86.4], [27.4, -87.0], [28.4, -87.7], [29.7, -88.0], [30.8, -88.5], [32.2, -88.7], [34.0, -88.0], [35.2, -87.0], [37.0, -84.5], [39.5, -81.0], [42.5, -76.0], [48.0, -68.0]], ""type"": ""LineString""}",4
